0	1	2
83	9	5
83	99	2
83	819	5
83	365	3
83	387	5
83	407	3
83	347	5
83	78	3
83	31	3
83	604	5
83	40	3
83	210	5
83	405	5
83	27	3
83	129	3
83	1322	3
83	401	2
83	91	3
83	402	3
83	50	5
83	139	3
83	430	3
83	121	3
83	268	5
83	13	3
83	62	4
83	21	2
83	14	2
83	71	3
83	363	2
83	4	3
83	0	5
83	366	3
83	102	2
83	97	2
83	24	2
83	61	3
83	374	5
83	636	5
83	381	3
83	410	3
83	865	6
83	94	5
83	382	4
83	5	2
83	174	2
83	406	3
83	209	3
84	27	3
84	164	2
84	21	5
84	3	2
84	32	6
84	87	7
84	184	7
84	18	3
84	6	3
84	77	1
84	179	1
84	68	2
84	5	6
84	270	2
84	291	1
84	15	6
84	262	3
84	9	0
84	92	4
84	17	5
84	165	3
84	29	7
85	87	4
85	6	1
85	165	4
85	92	3
85	27	4
85	184	4
85	190	0
85	175	4
85	159	2
85	18	6
85	30	4
85	23	4
85	5	0
85	270	3
85	11	2
85	91	2
85	57	2
85	0	4
85	191	0
85	262	2
85	97	4
85	98	6
86	90	4
86	21	0
86	10	0
86	27	4
86	82	2
86	32	4
86	184	0
86	24	5
86	57	2
86	87	2
86	92	4
86	3	2
86	194	2
86	31	5
86	262	6
86	15	2
86	50	6
86	97	2
86	0	6
86	77	4
86	9	0
86	11	4
86	165	5
87	54	4
87	92	1
87	278	4
87	270	2
87	91	0
87	175	4
87	191	6
87	17	6
87	87	5
87	57	2
87	32	2
87	262	1
87	90	1
87	23	6
87	196	1
87	159	2
87	5	0
87	24	7
87	3	5
88	30	4
88	15	2
88	57	4
88	184	4
88	159	3
88	29	2
88	270	5
88	94	4
88	18	2
88	92	4
88	179	5
88	6	5
88	291	4
88	14	2
88	5	3
88	23	5
88	194	4
89	196	3
89	90	5
89	27	3
89	87	5
89	50	5
89	270	3
89	29	3
89	30	3
89	91	5
89	57	5
89	165	5
89	186	2
89	15	3
89	82	5
89	98	5
89	77	5
89	175	3
89	278	5
89	32	3
89	190	3
90	68	2
90	27	6
90	21	0
90	17	1
90	57	5
90	32	0
90	270	5
90	191	4
90	262	4
90	91	5
90	18	2
90	3	5
90	6	0
90	97	2
90	9	5
90	184	2
90	190	2
90	165	0
90	15	4
90	175	5
90	25	4
90	159	4
91	291	2
91	98	2
91	191	3
91	50	0
91	30	3
91	13	2
91	27	2
91	94	2
91	15	5
91	184	2
91	23	2
91	3	5
91	6	3
91	190	5
91	278	2
91	24	2
91	82	3
91	165	2
91	179	2
92	252	5
92	736	5
92	787	5
92	1324	6
92	747	2
92	785	0
92	276	4
92	733	4
92	64	4
92	743	0
92	757	6
92	729	3
92	752	2
92	760	0
92	698	2
92	723	2
92	773	3
92	699	5
92	762	4
92	476	2
92	79	6
92	678	1
92	408	7
92	55	5
93	1325	4
93	1326	6
93	1327	4
93	1329	5
93	1331	6
93	1332	1
93	1333	4
93	392	7
93	1334	2
93	1335	7
93	305	3
93	1336	3
93	1339	3
93	1340	3
93	458	3
93	17	2
93	1341	3
93	1343	0
93	1345	1
93	1085	5
93	1346	3
93	737	3
93	1349	3
93	82	5
93	1350	2
93	762	1
93	165	3
93	1351	5
93	1242	2
93	549	2
93	1352	7
93	535	2
93	1355	5
93	1356	3
93	31	0
93	1322	2
93	1358	6
93	3	5
93	143	1
93	18	6
93	21	2
93	1361	5
93	1133	2
93	1363	4
93	1364	4
93	347	2
93	0	7
93	1365	4
93	416	7
93	77	1
93	946	7
93	1369	4
93	1370	2
93	1372	4
93	1373	3
93	775	3
93	464	3
93	1377	3
93	24	4
93	202	3
93	1378	3
93	439	4
93	190	1
93	1381	2
94	82	0
94	23	3
94	10	0
94	97	0
94	30	5
94	194	0
94	29	0
94	262	5
94	196	3
94	17	4
94	190	2
94	31	3
94	0	6
94	68	2
94	54	0
94	179	2
94	3	3
94	164	2
94	25	0
94	186	0
94	159	6
94	50	0
95	270	2
95	90	2
95	32	4
95	14	6
95	5	2
95	27	2
95	196	2
95	31	2
95	94	5
95	98	0
95	68	2
95	25	4
95	179	5
95	57	5
95	21	4
96	97	0
96	92	0
96	15	6
96	164	2
96	17	0
96	186	1
96	13	5
96	9	4
96	291	0
96	54	4
96	11	4
96	31	2
96	25	0
96	82	5
96	6	0
96	165	6
96	191	6
96	175	5
96	94	3
96	29	4
96	50	0
96	30	2
96	77	6
97	1380	3
97	1383	1
97	1385	3
97	1386	3
97	1387	3
97	13	5
97	21	4
97	6	3
97	32	4
97	1389	2
97	1390	5
97	175	0
97	164	3
97	1391	7
97	1392	3
97	1340	3
97	179	2
97	92	0
97	1394	3
97	94	1
97	1395	5
97	1396	4
97	1376	2
97	1399	3
97	1400	3
97	23	7
97	59	2
97	54	7
97	3	3
97	1101	4
97	173	3
98	440	7
98	196	0
98	32	1
98	15	2
98	55	3
98	194	6
98	5	0
98	90	0
98	252	3
98	6	6
98	94	0
98	79	3
98	3	5
98	276	0
98	18	4
98	68	5
98	17	6
98	50	6
98	31	4
98	14	1
99	31	3
99	94	3
99	13	3
99	23	3
100	1402	3
100	190	3
100	664	3
100	6	6
100	25	4
100	54	1
100	23	4
100	31	2
100	92	3
100	429	3
100	179	5
100	13	3
100	57	0
101	13	5
101	0	2
101	25	4
101	31	2
102	13	4
102	32	2
102	68	3
102	82	3
102	31	3
102	165	3
102	190	3
102	98	2
102	3	5
102	21	2
102	15	3
102	5	5
102	24	3
102	9	5
102	50	2
103	123	0
103	429	3
103	408	3
103	99	5
103	1405	3
103	148	3
103	3	2
103	11	3
103	159	4
103	1388	2
103	92	7
103	924	2
103	1406	3
103	216	0
103	190	0
104	17	3
104	98	4
104	5	1
104	291	3
104	13	5
104	179	2
104	50	3
104	175	5
104	57	4
104	94	3
104	82	2
104	21	0
104	54	0
104	194	3
104	27	3
104	31	2
105	159	5
105	1004	5
105	29	5
105	54	0
105	291	6
105	186	7
105	23	2
105	82	0
105	18	0
105	97	2
105	48	4
105	57	2
105	190	6
105	98	7
105	11	6
105	13	5
105	196	6
105	27	0
105	9	5
105	91	7
105	77	7
106	29	5
106	82	5
106	5	5
106	50	4
106	94	2
106	6	2
106	175	5
106	92	5
106	68	1
106	23	2
106	179	5
106	11	5
107	13	5
107	132	3
107	174	5
107	404	5
107	19	5
107	112	2
108	31	4
108	23	4
108	5	5
109	36	3
109	1408	5
109	1409	5
110	30	3
110	191	3
110	5	3
110	0	5
110	3	5
110	50	3
110	57	2
110	18	3
110	25	3
110	194	4
110	14	2
110	87	3
111	179	2
111	32	6
111	175	5
111	98	7
111	5	3
111	90	4
111	15	5
111	31	3
111	11	3
111	1410	4
111	1411	4
111	18	2
111	57	6
111	194	5
111	21	3
111	17	4
112	18	3
112	9	3
112	291	3
112	159	2
112	23	3
112	21	5
112	278	3
112	6	2
112	90	3
112	190	5
112	17	2
112	68	5
112	0	2
112	11	5
112	1412	5
113	1071	3
113	1413	5
113	184	4
113	77	3
113	21	4
113	5	2
113	90	3
113	37	5
113	48	2
113	159	3
113	3	2
113	23	2
113	54	1
113	18	5
114	191	2
114	5	2
114	31	5
114	11	3
114	190	0
114	17	3
114	90	5
114	6	5
114	23	3
114	291	3
114	50	3
114	18	5
114	9	5
114	77	3
114	278	0
114	15	3
114	82	4
114	262	3
114	14	4
114	179	5
114	57	4
114	27	0
115	91	4
115	21	5
115	186	1
115	48	1
115	54	2
115	11	4
115	15	3
115	0	0
115	25	4
115	27	2
115	57	5
115	6	6
115	31	3
115	17	2
115	32	6
115	50	4
115	87	7
115	196	5
115	190	0
116	14	4
116	262	5
116	194	3
116	57	2
116	30	2
116	165	4
116	3	2
116	13	0
116	10	2
116	98	3
116	11	5
116	17	3
116	91	4
116	190	4
116	179	5
116	32	2
116	82	5
116	50	5
116	23	4
116	0	2
116	186	5
117	9	3
117	14	4
117	91	3
117	5	2
117	13	4
117	32	4
117	159	5
117	68	2
117	165	2
117	10	3
117	31	5
117	175	5
117	29	5
118	6	4
118	412	7
118	1415	6
118	1416	3
118	669	2
118	674	0
118	1418	2
118	1419	3
118	1420	2
118	4	2
118	1423	2
118	1424	5
118	141	4
118	845	4
118	1425	7
118	1426	7
118	616	0
118	667	4
118	34	2
118	70	2
118	3	5
118	8	4
118	1428	3
118	1429	3
118	1431	5
118	31	5
118	112	3
118	1434	6
118	184	0
118	1436	5
118	175	7
118	1437	3
119	3	2
119	54	6
119	92	2
119	17	3
120	92	0
120	3	5
120	94	5
120	9	3
120	24	3
120	6	3
120	11	2
120	194	2
120	31	3
120	82	3
120	32	5
121	275	6
121	18	2
121	196	5
121	190	5
121	164	5
121	98	2
121	6	2
121	9	3
121	91	4
121	15	5
121	13	2
121	873	2
121	1439	5
121	82	5
121	194	4
121	5	5
121	79	6
121	21	2
121	97	4
121	186	3
121	1441	4
121	23	2
121	32	4
121	90	5
121	30	0
122	31	3
122	1443	5
122	1313	4
122	1446	7
122	76	5
122	270	3
123	82	0
123	190	4
123	14	4
123	98	0
123	179	2
123	196	0
123	175	0
123	27	0
123	164	4
123	29	6
123	6	3
123	24	2
123	48	4
123	15	4
123	57	4
123	30	5
123	278	4
123	291	3
123	32	4
123	270	4
123	25	5
124	1447	5
124	1448	3
124	1449	3
124	1451	3
124	833	2
124	832	5
124	1452	3
124	879	5
124	1456	3
124	1458	5
124	177	4
124	174	2
124	1461	4
124	1462	2
124	1102	2
124	1463	3
124	136	7
124	1464	5
124	1465	5
124	330	3
124	1467	2
124	203	4
125	17	3
125	249	3
125	2	3
125	291	3
125	112	3
125	23	3
125	270	5
125	491	3
125	30	3
125	77	3
125	95	2
125	1469	3
126	77	4
126	23	4
126	14	4
126	6	5
126	21	5
126	0	4
126	196	4
126	11	3
127	90	3
127	194	3
127	54	3
127	57	3
127	5	3
127	10	3
127	23	3
127	270	3
127	87	3
127	13	3
127	11	5
127	165	3
127	159	3
127	184	3
127	9	3
127	50	3
127	48	3
127	97	3
127	179	3
127	27	3
127	190	3
127	77	3
128	980	5
128	57	2
128	737	3
128	262	2
128	978	5
128	190	3
128	9	5
128	14	4
128	15	5
128	973	3
128	31	3
128	27	0
128	18	2
128	972	3
128	179	5
128	294	5
128	422	3
128	94	5
128	6	2
128	24	2
128	5	2
128	32	5
128	975	5
128	974	5
128	10	3
128	976	3
128	68	3
128	82	2
128	979	0
128	159	5
129	11	4
129	1471	3
129	444	3
129	78	3
129	1472	3
129	270	3
129	31	4
129	1473	3
129	0	0
129	1388	3
129	1474	5
129	159	5
130	92	3
130	23	2
130	11	4
130	50	3
130	1475	3
130	94	4
130	21	5
131	57	4
131	92	4
131	194	2
131	17	3
131	6	1
131	11	5
131	13	5
131	31	5
131	25	2
131	50	2
131	32	4
131	0	4
132	6	2
132	13	5
133	14	2
133	196	0
133	3	5
134	13	4
134	5	4
134	0	2
135	92	2
135	165	5
135	164	4
135	5	2
135	11	3
135	99	3
136	6	6
136	844	3
136	10	5
136	91	2
136	50	3
136	196	2
136	1476	3
136	262	5
136	179	4
136	5	2
136	165	2
136	68	5
136	11	2
136	13	4
136	18	2
136	0	7
137	6	4
137	30	2
137	13	4
137	890	3
137	81	3
138	25	4
138	18	5
138	14	4
138	91	2
138	94	4
138	270	0
138	21	6
138	97	5
138	30	5
138	87	2
138	165	5
138	175	5
138	159	1
138	291	5
138	164	5
138	82	0
138	9	3
138	77	4
138	31	6
138	186	2
138	24	2
138	17	2
138	5	6
138	54	0
139	18	1
139	31	4
139	186	4
139	175	2
139	262	5
139	0	2
139	270	2
139	159	4
139	10	5
139	48	0
139	32	2
139	17	2
139	24	7
139	50	5
139	57	4
139	5	4
139	90	4
139	14	6
139	3	5
139	9	4
139	23	4
140	92	3
140	90	3
140	27	3
140	15	3
140	13	3
140	31	3
141	11	3
141	6	3
141	18	5
141	194	3
141	184	4
141	3	5
141	68	5
141	0	3
141	270	5
141	50	3
141	10	2
141	27	2
141	57	2
141	54	5
141	77	3
141	30	3
141	48	4
141	278	3
141	21	5
141	179	5
141	175	4
141	15	5
141	17	3
141	91	2
141	31	4
142	1477	0
142	1479	6
142	1480	4
142	1482	7
142	1483	7
142	1194	5
142	1485	1
142	1487	7
142	1488	4
142	1489	0
142	1491	6
142	86	5
142	32	2
142	1494	1
142	1495	6
142	1496	7
142	24	3
142	25	5
142	1497	0
142	1501	3
142	1502	0
142	1076	2
142	1504	3
142	6	2
142	819	2
142	165	2
142	362	3
142	499	2
142	1506	3
142	370	3
142	90	5
142	1507	2
142	1508	1
142	1509	2
142	18	2
142	9	5
142	1510	0
142	1511	5
142	479	1
142	236	3
142	436	2
142	393	3
142	1513	6
142	1514	0
142	194	2
142	1516	5
142	1517	3
142	1518	2
142	1519	4
142	1521	2
142	57	5
142	1522	5
142	1524	1
142	1525	2
142	23	2
142	50	3
142	532	1
142	1402	2
142	1528	0
142	1529	0
143	1531	5
143	270	3
143	55	5
143	83	3
143	7	3
143	109	1
143	733	0
143	1532	3
143	138	3
143	323	5
143	148	3
143	400	5
143	61	3
143	378	2
143	21	2
143	136	3
143	1533	4
143	146	4
143	3	5
143	13	5
143	110	5
143	92	2
143	544	5
143	93	5
143	6	5
143	871	2
143	1534	3
143	1	3
143	53	3
143	440	4
143	159	2
143	847	3
144	21	4
144	876	0
144	664	3
144	107	2
144	81	3
145	92	0
145	5	0
145	94	0
145	179	1
145	50	2
145	23	2
145	68	1
145	13	3
145	30	0
145	11	4
146	90	2
146	92	4
146	190	5
146	14	3
146	159	5
146	91	2
146	15	4
146	194	2
146	77	3
147	83	3
147	5	4
147	6	2
147	34	3
147	184	2
147	92	5
147	1537	5
148	6	0
148	13	5
148	68	5
148	0	6
148	30	5
148	77	3
148	11	3
148	270	5
148	32	5
148	18	4
148	24	3
148	98	0
149	14	5
149	270	5
149	87	5
149	98	5
149	92	2
149	30	3
149	82	3
149	17	3
149	50	5
149	27	5
149	97	5
149	24	5
149	13	5
149	159	5
149	11	5
149	48	3
149	194	2
149	29	3
149	15	5
149	9	3
150	99	5
150	131	2
150	125	5
150	910	4
150	266	6
150	694	4
150	1066	5
150	683	2
150	1538	6
150	34	3
150	142	4
150	667	6
150	681	4
150	924	5
150	4	2
150	113	2
150	93	2
150	63	4
150	693	4
150	101	2
150	400	2
150	132	3
150	126	5
150	114	0
150	133	5
150	875	0
150	1142	2
150	107	4
150	572	1
150	8	3
150	76	2
150	70	2
150	80	0
150	898	4
150	45	4
150	902	4
150	867	2
150	896	2
150	139	5
150	7	3
151	435	2
151	1543	2
151	1544	5
151	1545	5
151	1546	3
151	1347	2
151	552	4
151	1549	5
151	1551	5
151	1552	3
151	1554	4
151	1555	5
151	1556	3
151	133	3
151	1557	5
151	15	5
151	1528	3
151	1558	3
151	1561	5
151	912	3
151	241	2
151	1563	4
151	1564	5
151	78	2
151	258	2
151	683	3
151	771	3
151	1565	2
151	1567	6
151	6	2
151	1568	5
151	93	5
151	946	5
151	581	2
151	129	5
151	1049	2
151	115	2
151	1571	5
151	44	4
151	711	2
151	701	3
151	918	3
151	430	4
151	49	2
151	1573	2
151	1574	5
151	1078	5
151	624	5
151	173	2
151	1576	2
151	1577	3
151	1284	3
151	617	5
151	1578	2
151	582	4
151	328	5
152	165	2
152	27	5
152	91	5
152	87	2
152	50	3
152	21	2
152	29	2
152	270	3
152	82	3
152	77	2
152	90	2
152	23	3
152	98	5
152	194	2
152	159	3
152	15	3
152	179	2
152	291	5
152	9	5
152	18	3
152	25	2
152	5	2
152	54	2
153	946	5
153	34	5
153	303	2
153	1567	6
153	1580	3
153	896	1
153	251	3
153	115	2
153	78	5
153	8	2
153	1581	5
153	835	5
153	50	2
153	7	2
153	883	4
153	80	2
153	4	3
153	17	3
153	524	0
153	133	3
153	1582	2
153	36	0
153	5	1
153	669	3
153	129	3
153	652	4
153	913	1
153	31	4
153	1181	2
153	125	2
153	6	0
153	906	5
153	16	0
153	681	4
153	127	6
153	1528	3
153	35	7
153	660	5
153	912	3
153	688	3
153	1115	5
153	183	0
153	657	2
153	470	2
153	132	3
153	139	3
153	187	3
153	111	5
153	28	2
153	13	3
153	675	5
153	328	3
153	135	2
153	1578	6
153	130	5
153	1054	0
153	1586	2
153	659	3
153	1588	3
153	378	3
154	13	2
155	50	5
155	93	3
155	13	3
155	68	3
156	165	1
156	1591	5
156	868	5
156	85	5
156	1007	5
156	288	5
156	737	5
156	59	5
156	535	5
156	486	5
156	149	5
156	131	5
156	61	5
156	422	5
156	3	2
156	335	5
156	7	3
157	478	5
157	337	3
157	1115	0
157	825	0
157	560	5
157	55	2
157	89	5
157	348	3
157	243	0
157	135	7
157	179	4
157	190	5
157	306	5
157	92	4
157	82	5
157	187	3
157	13	5
157	1032	5
157	81	4
157	50	2
157	1594	2
157	1054	6
157	1595	2
157	4	0
157	58	2
157	1596	3
157	17	3
157	1597	3
157	133	5
157	102	5
157	120	6
157	1580	3
157	11	2
157	454	2
157	615	4
157	395	0
157	9	5
157	470	5
157	259	5
157	24	0
157	63	6
157	862	2
157	1573	1
157	779	5
158	196	2
158	6	5
158	11	5
158	291	2
158	856	3
158	30	5
158	57	2
158	90	2
158	23	5
158	159	5
158	186	4
158	13	4
158	1314	3
158	0	0
158	10	2
158	190	2
159	667	6
159	253	6
159	31	3
159	27	2
159	20	6
159	98	4
159	165	3
159	190	5
159	23	2
159	82	5
159	0	7
159	1470	5
159	1158	0
159	92	5
160	7	2
160	4	3
160	51	2
160	3	2
160	61	0
160	37	2
160	958	3
160	115	2
160	92	5
160	13	5
160	141	3
160	121	3
160	117	3
160	616	0
160	34	3
160	17	2
161	8	3
161	1602	5
161	1604	5
161	1605	3
161	1606	4
161	1607	6
161	429	3
161	1609	5
161	1	5
161	408	3
161	136	0
161	4	5
161	34	3
161	1446	2
161	13	5
161	36	4
162	1611	3
162	77	3
162	0	6
162	159	5
162	165	5
162	179	3
162	24	0
162	270	5
162	97	4
162	11	3
162	27	3
162	30	2
162	91	4
162	6	2
162	29	4
162	32	2
162	54	0
162	90	2
162	291	4
162	87	0
162	94	0
162	17	6
162	1612	3
162	57	4
163	3	3
163	5	5
163	179	5
163	24	3
163	11	3
163	6	3
163	92	3
164	644	2
164	54	3
164	175	0
164	653	2
164	15	4
164	270	3
164	21	3
164	94	2
164	194	3
164	404	3
164	10	2
164	159	3
164	835	5
164	31	4
165	138	5
165	1614	2
165	1615	5
165	738	5
165	1086	2
165	775	2
165	1617	2
165	1618	2
165	151	5
165	737	5
165	782	5
165	6	1
165	757	5
165	161	2
165	703	2
165	1620	2
165	1621	5
165	13	3
165	1622	5
166	196	0
166	278	4
166	31	5
166	175	2
166	165	4
166	21	6
166	25	4
166	0	6
166	5	6
166	82	2
166	18	0
166	186	4
166	32	2
166	54	2
166	184	2
166	13	6
166	50	2
166	164	0
166	90	4
166	48	4
166	17	5
166	30	0
166	27	6
166	9	4
166	98	0
166	97	0
167	1623	4
167	1624	2
167	954	3
167	144	2
167	871	3
167	270	3
167	1530	2
167	20	2
167	1	5
167	12	7
167	62	5
167	113	3
167	9	3
167	21	4
167	22	4
167	879	3
167	104	2
167	108	1
167	884	2
167	898	2
167	61	3
167	242	3
167	23	4
167	32	2
167	30	3
167	0	3
167	14	2
167	1541	5
167	24	3
167	135	2
167	387	3
167	13	2
167	323	5
167	159	2
168	23	4
168	6	2
169	18	7
170	83	3
170	227	3
170	6	0
170	13	4
171	1625	3
171	309	2
171	128	5
171	1626	5
172	92	2
172	0	4
172	30	5
172	25	2
172	11	5
173	11	5
173	186	4
173	32	2
173	31	3
173	48	3
173	23	5
173	24	1
173	10	4
173	184	5
173	68	2
173	91	3
173	25	5
174	194	3
174	50	5
174	159	3
174	82	3
174	13	3
174	32	5
174	11	3
174	17	3
174	5	5
174	68	3
174	14	2
174	175	3
175	3	2
175	14	5
175	13	5
175	11	5
175	31	2
175	23	0
175	92	3
175	159	5
176	94	5
176	57	5
176	13	5
176	5	5
176	278	5
176	23	5
176	164	5
176	27	5
176	270	2
176	184	5
176	30	5
176	54	2
176	68	3
176	190	2
176	92	2
176	48	2
176	291	2
176	18	5
176	82	5
176	90	5
176	175	5
176	159	5
176	11	3
176	165	5
176	21	3
177	25	3
177	17	5
177	30	3
177	194	3
177	9	2
177	68	0
177	14	6
177	92	3
178	91	3
178	3	3
178	54	3
178	6	5
178	30	3
178	5	4
178	0	5
178	11	3
178	15	4
178	164	4
178	196	3
178	175	3
178	82	4
178	17	5
178	10	3
178	87	2
178	90	5
178	13	5
178	194	3
178	291	3
179	32	4
179	90	5
179	24	2
179	31	4
179	50	2
179	194	5
179	190	6
179	5	4
179	11	3
179	270	2
179	77	2
179	179	5
179	27	2
180	1627	0
180	682	2
180	1628	0
180	1629	5
180	1630	2
180	67	3
180	1632	7
180	174	2
180	1633	2
180	1158	2
180	675	5
180	128	5
180	23	2
180	58	5
180	1636	0
180	883	5
180	1637	0
180	1638	5
180	14	2
180	6	4
180	1639	5
180	153	5
180	1400	3
180	195	0
180	876	4
180	270	0
180	34	5
180	459	5
180	187	3
180	272	5
181	13	3
181	1641	6
181	1237	2
181	1470	4
181	1297	7
181	1642	0
181	1469	3
181	1643	1
181	463	2
181	441	3
181	457	3
181	449	3
181	448	3
181	431	3
181	425	3
181	443	3
181	446	5
181	14	2
181	421	2
181	458	5
181	35	7
181	1452	3
181	1356	6
181	1647	7
181	465	3
181	417	3
181	1026	3
181	1649	2
181	416	3
181	437	2
181	1650	1
181	1652	0
181	1653	4
181	518	6
181	1220	7
181	582	3
181	30	5
181	427	3
181	1655	6
181	1656	1
181	1657	1
181	418	3
181	434	2
181	932	2
181	1658	3
181	32	2
181	1659	3
181	3	4
181	428	2
181	31	5
181	1661	3
181	488	3
181	444	3
182	50	3
182	527	3
182	1662	5
182	17	0
182	18	2
182	337	3
182	68	1
182	6	6
182	270	3
182	5	7
182	652	3
182	159	0
182	408	5
182	190	6
182	1663	5
182	82	0
183	3	3
183	7	3
183	8	3
184	14	4
184	30	5
184	179	2
184	24	3
184	190	3
184	1664	5
185	92	5
185	30	2
185	179	5
185	68	2
185	50	5
185	48	2
185	57	4
185	194	2
185	270	2
185	11	2
185	54	2
185	21	4
186	92	0
187	1665	3
187	65	2
187	1194	2
187	1667	2
188	612	3
188	1017	3
188	53	1
188	241	7
188	45	2
188	281	6
188	216	0
188	194	6
188	265	4
188	626	3
188	138	0
188	1303	3
188	278	6
188	253	7
188	1404	0
188	1194	7
188	638	1
188	6	4
188	190	4
188	361	0
189	31	3
189	6	0
189	10	2
189	92	5
189	90	2
189	15	2
189	24	3
189	30	2
189	159	5
189	21	5
189	0	0
189	3	2
190	13	2
190	92	0
190	194	1
190	90	4
190	91	4
190	15	2
190	57	2
190	68	2
190	0	4
190	190	2
190	18	4
190	30	0
190	77	2
190	6	2
190	9	5
190	23	5
191	9	1
191	92	5
191	10	1
191	91	4
191	291	1
191	0	0
191	54	1
191	179	7
191	194	5
191	196	1
191	164	1
191	30	6
191	15	1
191	13	1
191	6	7
191	90	1
191	191	1
191	97	2
191	87	7
191	23	4
191	50	3
192	1671	3
192	177	5
192	66	1
192	1617	5
192	1673	3
192	1137	5
192	1674	3
192	1455	2
192	1461	2
192	1675	3
192	49	3
192	1678	0
193	196	5
193	524	0
193	31	3
193	29	6
193	92	3
193	11	3
193	0	3
193	24	5
193	94	3
193	184	5
193	17	3
193	77	3
193	13	3
193	278	7
193	21	4
193	1680	2
193	82	5
193	454	7
193	164	5
193	159	3
193	23	5
194	175	3
194	5	7
194	262	2
194	50	5
194	13	3
194	291	0
194	68	2
194	196	2
194	29	2
194	23	4
194	1681	3
194	15	5
194	97	5
194	21	2
194	159	2
195	77	2
195	91	2
195	15	5
195	23	5
195	68	5
195	32	0
195	5	2
195	94	5
195	3	0
195	92	2
195	17	2
195	48	3
195	82	3
195	0	4
195	270	5
195	186	0
196	17	0
196	1682	1
196	14	2
196	23	4
196	5	5
196	165	5
196	24	5
196	57	4
196	270	2
196	82	4
196	190	2
196	32	3
196	186	2
196	94	4
196	87	3
196	68	0
196	721	5
196	92	4
196	90	2
196	194	5
196	0	5
196	291	4
196	30	0
196	10	0
196	15	2
196	179	5
197	409	3
197	1683	3
197	190	0
197	0	3
197	13	3
197	14	0
197	31	0
197	21	3
197	32	3
197	17	3
197	82	2
197	131	3
197	77	2
197	27	1
197	5	1
197	51	5
198	77	3
198	270	7
198	1375	3
198	87	6
198	91	7
198	25	1
198	179	2
198	291	4
198	262	0
198	98	3
198	13	3
198	194	3
198	184	7
198	82	7
198	90	7
198	31	4
198	17	6
198	92	3
198	57	3
198	5	4
198	0	7
198	68	1
198	54	1
198	3	3
198	24	7
199	97	3
199	18	3
199	15	3
199	186	0
199	21	2
199	194	2
199	50	2
199	6	0
199	48	3
199	91	3
199	9	3
199	179	6
200	14	1
200	577	2
200	164	2
200	77	3
200	123	5
200	3	6
200	175	2
200	179	3
200	50	0
200	194	2
200	165	6
200	94	4
200	36	4
200	278	0
200	291	1
200	18	2
200	17	3
200	57	2
200	11	3
200	92	5
200	54	0
200	4	3
200	91	1
200	5	2
200	31	0
200	24	4
200	98	4
200	184	0
200	10	2
200	27	1
201	196	5
201	91	3
201	11	4
201	339	1
201	215	6
201	77	5
201	78	6
201	159	2
201	165	4
201	94	4
201	90	0
201	369	6
202	129	0
202	68	5
202	3	2
202	638	2
202	94	2
202	194	2
202	159	5
202	270	2
202	669	5
202	90	2
203	14	2
203	179	2
203	91	5
203	94	5
203	21	5
203	13	2
203	165	3
204	30	5
204	5	3
204	94	4
205	13	0
205	19	5
206	262	0
206	15	0
206	190	0
206	14	2
206	175	4
206	50	5
206	57	6
206	68	5
206	98	2
206	27	1
206	90	0
206	0	2
206	10	2
206	91	4
206	87	0
206	32	0
206	23	2
206	92	5
206	17	2
207	91	2
207	14	2
207	25	2
207	6	5
207	194	4
207	196	3
207	21	5
207	50	5
207	13	3
207	54	4
207	97	2
207	11	0
207	270	5
207	23	5
207	32	2
207	30	2
207	29	2
207	3	2
208	14	5
208	15	4
208	262	3
208	164	4
208	90	2
208	196	4
208	23	5
208	190	2
208	165	2
208	194	2
208	291	3
208	27	2
208	11	5
208	32	2
208	25	3
208	91	2
208	175	4
208	21	3
208	3	2
208	13	5
208	17	2
208	48	5
208	94	3
208	191	4
208	68	3
209	164	4
209	186	4
209	94	3
209	57	3
209	30	3
209	68	3
209	196	4
209	92	5
209	0	3
209	262	5
209	6	3
209	13	3
209	23	2
210	291	5
210	15	5
210	194	3
210	270	3
210	98	2
210	90	5
210	159	4
210	21	0
210	94	2
210	87	2
210	17	2
210	92	2
210	10	5
210	13	2
210	31	3
210	57	3
210	3	5
210	18	5
210	6	2
210	11	3
210	30	2
210	5	5
210	54	2
210	23	5
211	159	5
211	3	5
211	21	2
211	0	2
211	11	5
212	13	3
212	6	2
213	1443	2
213	1073	2
213	1060	2
213	92	5
213	1041	2
213	77	2
213	50	5
213	0	5
213	13	5
213	1061	3
213	11	5
214	54	3
214	90	3
214	32	2
214	165	3
214	68	3
214	1687	5
214	196	3
214	175	3
214	18	2
214	262	2
214	9	5
214	17	3
214	179	3
214	11	3
214	190	5
214	57	5
214	291	2
214	31	3
214	25	5
214	186	5
214	98	5
214	27	3
214	184	2
214	82	5
214	194	5
215	315	5
215	1688	3
215	1322	3
215	1689	5
215	302	5
215	55	3
215	3	3
215	61	5
216	1691	2
216	1692	3
216	1608	3
216	1693	3
216	869	2
216	57	5
216	1694	5
216	194	3
216	68	5
216	21	5
216	3	2
216	1697	5
217	184	2
217	17	2
217	1072	3
217	82	5
217	18	4
217	9	5
217	1698	2
217	24	3
217	6	0
217	27	5
217	1057	7
218	57	3
218	21	1
218	32	5
218	6	2
218	77	5
219	21	3
219	23	3
219	32	0
219	82	2
219	194	3
219	98	5
219	30	3
219	190	2
219	91	0
219	17	5
219	54	1
